a point mutation of transthyretin,a disease,"EGCG was also reported to bind to transthyretin, which is involved in the pathogenesis of familial amyloid polyneuropathy, a disease caused by a point mutation of transthyretin, that is a thyroxine transporter."
Eighty-four secondary cases resulting from a single case,the largest numbers observed in a SSE since the SARS outbreak in Prince of Wales Hospital in Hong Kong,Eighty-four secondary cases resulting from a single case  is one of  the largest numbers observed in a SSE since the SARS outbreak in Prince of Wales Hospital in Hong Kong.
a number of inflammatory disorders,Elevated expression of HSP60,Elevated expression of HSP60 is associated with  a number of inflammatory disorders.
appearance of these T cells in transplant recipients,better graft acceptance along with stable function,Emerging data suggest that the appearance of these T cells in transplant recipients is associated with better graft acceptance along with stable function.
a predomin-,Epidemiological peaks,Epidemiological peaks were generally associated with a predomin- This is summarised in Figure 1C that shows a clear epidemiological evolution.
an attenuation of protein synthesis,ER stress,ER stress  has been associated with an attenuation of protein synthesis .
the morbidity of viral infection,neglected and chronic cause of inflammation,"Especially in asymptomatic LTRs and the lack of specific management,  the morbidity of viral infection could be attributed to a trivialization of viral colonization, leading to a neglected and chronic cause of inflammation and, thus, to potential rejection."
trivialization of viral colonization,neglected and chronic cause of inflammation,"Especially in asymptomatic LTRs and the lack of specific management,  the morbidity of viral infection could be attributed to a trivialization of viral colonization, leading to a neglected and chronic cause of inflammation and, thus, to potential rejection."
Extensive involvement of both lungs,adverse prognosis,Extensive involvement of both lungs was associated with adverse prognosis.
minimal IL-10 increase,Tacaribe arenavirus,Exuberant Th1 immune responses causing lethal meningoencephalitis in neonatal mice infected with Tacaribe arenavirus are associated with minimal IL-10 increase and absence of Treg.
minimal IL-10 increase,absence of Treg,Exuberant Th1 immune responses causing lethal meningoencephalitis in neonatal mice infected with Tacaribe arenavirus are associated with minimal IL-10 increase and absence of Treg.
a potential viral pathogen,disease,Failure of antibiotic treatment to alleviate the infection to the affected bat suggested a potential viral pathogen may be the cause of disease.
an underlying disease,Feline ischemic cerebrovascular disease,"Feline ischemic cerebrovascular disease is commonly associated with an underlying disease, including  hypertension, hyperthyroidism, neoplasia, cardiac disease, and chronic nephropathies."
hypertension,Feline ischemic cerebrovascular disease,"Feline ischemic cerebrovascular disease is commonly associated with an underlying disease, including  hypertension, hyperthyroidism, neoplasia, cardiac disease, and chronic nephropathies."
hyperthyroidism,Feline ischemic cerebrovascular disease,"Feline ischemic cerebrovascular disease is commonly associated with an underlying disease, including  hypertension, hyperthyroidism, neoplasia, cardiac disease, and chronic nephropathies."
neoplasia,Feline ischemic cerebrovascular disease,"Feline ischemic cerebrovascular disease is commonly associated with an underlying disease, including  hypertension, hyperthyroidism, neoplasia, cardiac disease, and chronic nephropathies."
cardiac disease,Feline ischemic cerebrovascular disease,"Feline ischemic cerebrovascular disease is commonly associated with an underlying disease, including  hypertension, hyperthyroidism, neoplasia, cardiac disease, and chronic nephropathies."
chronic nephropathies,Feline ischemic cerebrovascular disease,"Feline ischemic cerebrovascular disease is commonly associated with an underlying disease, including  hypertension, hyperthyroidism, neoplasia, cardiac disease, and chronic nephropathies."
Cellular stress,an increased load of misfolded protein in the ER,"Figure 1 : Players of ER stress: Cellular stress such as metabolite deprivation, hypoxia, cancer or viral infection causes an increased load of misfolded protein in the ER thereby triggering a stress response."
metabolite deprivation,an increased load of misfolded protein in the ER,"Figure 1 : Players of ER stress: Cellular stress such as metabolite deprivation, hypoxia, cancer or viral infection causes an increased load of misfolded protein in the ER thereby triggering a stress response."
hypoxia,an increased load of misfolded protein in the ER,"Figure 1 : Players of ER stress: Cellular stress such as metabolite deprivation, hypoxia, cancer or viral infection causes an increased load of misfolded protein in the ER thereby triggering a stress response."
cancer,an increased load of misfolded protein in the ER,"Figure 1 : Players of ER stress: Cellular stress such as metabolite deprivation, hypoxia, cancer or viral infection causes an increased load of misfolded protein in the ER thereby triggering a stress response."
viral infection,an increased load of misfolded protein in the ER,"Figure 1 : Players of ER stress: Cellular stress such as metabolite deprivation, hypoxia, cancer or viral infection causes an increased load of misfolded protein in the ER thereby triggering a stress response."
an increased load of misfolded protein in the ER,a stress response,"Figure 1 : Players of ER stress: Cellular stress such as metabolite deprivation, hypoxia, cancer or viral infection causes an increased load of misfolded protein in the ER thereby triggering a stress response."
activated autoreactive T lymphocytes,IL-17,Finally IL-17 and other cytokines produced by activated autoreactive T lymphocytes may induce the production of antibodies specific to RPE and retinal proteins.
activated autoreactive T lymphocytes,other cytokines,Finally IL-17 and other cytokines produced by activated autoreactive T lymphocytes may induce the production of antibodies specific to RPE and retinal proteins.
IL-17,production of antibodies specific to RPE and retinal proteins,Finally IL-17 and other cytokines produced by activated autoreactive T lymphocytes may induce the production of antibodies specific to RPE and retinal proteins.
IL-17,induce the production of antibodies specific to RPE and retinal proteins,Finally IL-17 and other cytokines produced by activated autoreactive T lymphocytes may induce the production of antibodies specific to RPE and retinal proteins.
other cytokines,induce the production of antibodies specific to RPE and retinal proteins,Finally IL-17 and other cytokines produced by activated autoreactive T lymphocytes may induce the production of antibodies specific to RPE and retinal proteins.
a poor prognosis,deregulation,"Finally, we identified pathways and complexes where deregulation is associated with a poor prognosis and predicted the clinical outcome (survival/mortality) for CAP/sepsis patients based on ensemble gene noise with high accuracy."
amplified host immune response,the pathogenesis of M. pneumoniae infection,"First, the pathogenesis of M. pneumoniae infection is associated with amplified host immune response and virulence of M. pneumoniae."
virulence of M. pneumoniae,the pathogenesis of M. pneumoniae infection,"First, the pathogenesis of M. pneumoniae infection is associated with amplified host immune response and virulence of M. pneumoniae."
COVID-19 has a relatively long incubation period,a time delay between real dynamic and the dailyobserved case numbers,"Firstly,  COVID-19 has a relatively long incubation period, which causes  a time delay between real dynamic and the dailyobserved case numbers."
all the movements,a reduction of the number of nearest neighbors,"All the movements, which cause a reduction of the number of nearest neighbors in the same age-class, are strictly forbidden."
an upregulation of some additional immune checkpoint receptors,adaptive resistance to therapeutic PD-1 blockade,"For example,  adaptive resistance to therapeutic PD-1 blockade  is associated with  an upregulation of some additional immune checkpoint receptors."
the presence of the APOE4 allele,an enhanced macrophage inflammatory response,"For example,  the presence of the APOE4 allele is associated with  an enhanced macrophage inflammatory response, and  cytokine responses to the intracerebral injection of lipopolysaccharide are increased in APOE4 transgenic mice which also exhibit increased microglial activation."
the presence of the APOE4 allele,cytokine responses to the intracerebral injection of lipopolysaccharide are increased in APOE4 transgenic mice,"For example,  the presence of the APOE4 allele is associated with  an enhanced macrophage inflammatory response, and  cytokine responses to the intracerebral injection of lipopolysaccharide are increased in APOE4 transgenic mice which also exhibit increased microglial activation."
a recent outbreak of the Sin Nombre virus,severe morbidity,"For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s."
a recent outbreak of the Sin Nombre virus,mortality,"For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s."
a recent outbreak of the Sin Nombre virus,widespread panic,"For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s."
a deadly member of the New World Hantavirus family,severe morbidity,"For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s."
a deadly member of the New World Hantavirus family,mortality,"For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s."
a deadly member of the New World Hantavirus family,widespread panic,"For example, a recent outbreak of the Sin Nombre virus, a deadly member of the New World Hantavirus family, caused severe morbidity, mortality, and widespread panic in the Southwestern US in the early 1990s."
AdV-55 infection,severe AdV pneumonia,"For example, in a recent study that evaluated outcomes in five patients with  severe AdV pneumonia caused by AdV-55 infection in non-immunocompromised adults [26] , similar to our study group,  four (80%) of the five patients died  despite receiving appropriate respiratory support and antiviral therapy, including acyclovir, ganciclovir, and ribavirin, without using cidofovir."
activation of the complement system,phosphorothiolated aptamers,"For example, phosphorothiolated aptamers were associated with activation of the complement system."
"serial interval of 3 d, ignoring depletion of susceptibles, an R t of two would cause",128-fold increase in new cases within 21 d,"For example, with a serial interval of 3 d, ignoring depletion of susceptibles, an R t of two would cause a 128-fold increase in new cases within 21 d."
a single primary case,the average number of secondary cases,"For instance, in the case of a single-type branching process, the transmission dynamics are simply described using a single reproduction number, i.e., the average number of secondary cases produced by a single primary case."
RSV,more mild illness than influenza,"For older children and adults, RSV typically causes more mild illness than influenza."
original co-infected individual,tertiary infections of disease,"From all of these, we write the number of tertiary infections of disease or awareness caused by an original co-infected individual as"
ACE2 knockdown,a marked deterioration of lung injury,"Further,  ACE2 knockdown caused  a marked deterioration of lung injury and  increase of cytokine secretion in rats receiving LPS injection."
ACE2 knockdown,increase of cytokine secretion in rats receiving LPS injection,"Further,  ACE2 knockdown caused  a marked deterioration of lung injury and  increase of cytokine secretion in rats receiving LPS injection."
a variety of pathogens,mortality events of pandemic proportions,"Further, historic epidemiologic records are ripe with mortality events of pandemic proportions caused by a variety of pathogens, indicating it is critical to think beyond influenza in pandemic preparedness plans."
competition,contraction,"Furthermore, competition and depletion can both cause contraction even for small values of the reproduction number suggesting that, in epidemic models where the generation time is considered time-inhomogeneous, estimators accounting for both depletion and competing risks are to be preferred in the inference of the generation interval distributions."
depletion,contraction,"Furthermore, competition and depletion can both cause contraction even for small values of the reproduction number suggesting that, in epidemic models where the generation time is considered time-inhomogeneous, estimators accounting for both depletion and competing risks are to be preferred in the inference of the generation interval distributions."
pathogen only causes either asymptomatic carriage or symptomatic infection,the host-specific reproduction number of asymptomatic carriers R C or symptomatic infectives,"Furthermore, if a pathogen only causes either asymptomatic carriage or symptomatic infection, then the host-specific reproduction number of asymptomatic carriers R C or symptomatic infectives"
a wild-type or a vaccine PRV strain,PRV infection,"Furthermore, in order to assess whether PRV infection was produced by  a wild-type or a vaccine PRV strain, a TaqMan base real-time PCR assay for the detection of gE gene was conducted as previously described using DNA extracted from CNS as template."
infection with the 2009 pandemic H1N1 influenza virus,decreased percentages and absolute numbers of CD56 bright NK cells expressing CD25 compared to uninfected subjects.,"Furthermore, infection with the 2009 pandemic H1N1 influenza virus was associated with decreased percentages and absolute numbers of CD56 bright NK cells expressing CD25 compared to uninfected subjects."
activation of the ERK1/ 2 pathway,METH-induced autophagy in endothelial cells,"Furthermore, METH-induced autophagy in endothelial cells was triggered by inactivation of the AKT/mTOR/p70S6K pathway and activation of the ERK1/ 2 pathway."
inactivation of the AKT/mTOR/p70S6K pathway,METH-induced autophagy in endothelial cells,"Furthermore, METH-induced autophagy in endothelial cells was triggered by inactivation of the AKT/mTOR/p70S6K pathway and activation of the ERK1/ 2 pathway."
expression of interferon from the liver,antiviral response,"Furthermore, only expression of interferon from the liver was associated with an antiviral response."
anorexia,hypokalemia,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury."
anorexia,metabolic acidosis,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury."
anorexia,acute kidney injury,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury."
Gastrointestinal losses,hypokalemia,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury."
Gastrointestinal losses,metabolic acidosis,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury."
Gastrointestinal losses,acute kidney injury,"Gastrointestinal losses and anorexia can precipitate hypokalemia, metabolic acidosis, and acute kidney injury."
independent importations of the virus from neighbouring Asian countries,the first three local episodes,Genetic analysis showed that the first three local episodes were most likely the result of independent importations of the virus from neighbouring Asian countries while locally acquired cases that occurred around July in the same year were largely due to a single strain which was closely related to the strain detected in cases imported from Malaysia.
a property in the C-terminus of the TMD,NA enrichment,"HA is believed to  localize to these distinct regions based on fatty acid modifications of the C-terminal cysteine  that occur in the Golgi (186) (187) (188) (189) , whereas  NA enrichment  has previously been attributed to  a property in the C-terminus of the TMD (190) ."
how many infected individuals are needed to almost guarantee that a pathogen,an outbreak,"Here we discuss the fundamental question of  how many infected individuals are needed to almost guarantee that a pathogen will cause  an outbreak, as opposed to the population size needed to maintain an epidemic once it has appeared (Critical Community Size; see also Box 1)."
a persistent strain,a reemerging contamination problem,"High resolution is required to discriminate parallel outbreaks or to separate sporadic cases from an outbreak, but also to assess if a reemerging contamination problem is caused by a persistent strain or reintroduction of similar strains."
reintroduction of similar strains,a reemerging contamination problem,"High resolution is required to discriminate parallel outbreaks or to separate sporadic cases from an outbreak, but also to assess if a reemerging contamination problem is caused by a persistent strain or reintroduction of similar strains."
an increase of adenosine methylation of both cellular and viral mRNAs,HIV-1 infection is,HIV-1 infection is associated with an increase of adenosine methylation of both cellular and viral mRNAsthat drives opposite effects on viral expression and replication.
a decrease in serum CRP is expected 48-72 hours after initiation of successful treatment,a poor prognosis in dogs with systemic inflammatory conditions,"However,  a decrease in serum CRP is expected 48-72 hours after initiation of successful treatment, and  a failure to show a decrease has been associated with  a poor prognosis in dogs with systemic inflammatory conditions ."
a failure to show a decrease,a poor prognosis in dogs with systemic inflammatory conditions,"However,  a decrease in serum CRP is expected 48-72 hours after initiation of successful treatment, and  a failure to show a decrease has been associated with  a poor prognosis in dogs with systemic inflammatory conditions ."
a recombinant PeV-A3,a recent outbreak of neonatal sepsis in Australia,"However,  a recent outbreak of neonatal sepsis in Australia was caused by  a recombinant PeV-A3"
a sudden and excessive production of cytokines,alveolar hemorrhage,"However, a sudden and excessive production of cytokines (as are sometimes triggered by highly virulent strains of IAV), can cause alveolar hemorrhage, pulmonary edema, bronchopneumonia, and acute respiratory distress syndrome  through damage to the mucosal epithelia (65-68)."
a sudden and excessive production of cytokines,pulmonary edema,"However, a sudden and excessive production of cytokines (as are sometimes triggered by highly virulent strains of IAV), can cause alveolar hemorrhage, pulmonary edema, bronchopneumonia, and acute respiratory distress syndrome  through damage to the mucosal epithelia (65-68)."
a sudden and excessive production of cytokines,bronchopneumonia,"However, a sudden and excessive production of cytokines (as are sometimes triggered by highly virulent strains of IAV), can cause alveolar hemorrhage, pulmonary edema, bronchopneumonia, and acute respiratory distress syndrome  through damage to the mucosal epithelia (65-68)."
a sudden and excessive production of cytokines,acute respiratory distress syndrome,"However, a sudden and excessive production of cytokines (as are sometimes triggered by highly virulent strains of IAV), can cause alveolar hemorrhage, pulmonary edema, bronchopneumonia, and acute respiratory distress syndrome  through damage to the mucosal epithelia (65-68)."
administration of mouse mAb to xenogeneic animals,adverse reactions,"However, administration of mouse mAb to xenogeneic animals may cause adverse reactions."
a single mobile element,PFGE differences,"However, the WGS analysis revealed that the observed PFGE differences were caused by a single mobile element, suggesting persistent contamination."
poor prognosis,electrical storm,"However, unfortunately, the data suggest that electrical storm itself is associated with a poor prognosis."
viruses,ILIs,"However, while SPINT2 has a therapeutic potential to treat ILIs caused by viruses that require activation 1 by trypsin-like serine proteases it may have its limitation to provide a treatment option for infections 2 caused by influenza HPAI viruses, such as H5N1 (60)."
Hyponatremia,other severity factors of bronchiolitis,"Hyponatremia was associated with other severity factors of bronchiolitis, with more frequent seizures and with longer length of PICU stay."
cloning and the complete chimpanzee a-globin chain sequence,I signal peptide,"I signal peptide, 82 residue proregion, the first amino acid of mature SRIF (Ala), three residues (AspPro-Arg) resulting from the cloning and the complete chimpanzee a-globin chain sequence (Fig. 1 , PrePROSRIF-GLO)."
cloning and the complete chimpanzee a-globin chain sequence,82 residue proregion,"I signal peptide, 82 residue proregion, the first amino acid of mature SRIF (Ala), three residues (AspPro-Arg) resulting from the cloning and the complete chimpanzee a-globin chain sequence (Fig. 1 , PrePROSRIF-GLO)."
cloning and the complete chimpanzee a-globin chain sequence,the first amino acid of mature SRIF (Ala),"I signal peptide, 82 residue proregion, the first amino acid of mature SRIF (Ala), three residues (AspPro-Arg) resulting from the cloning and the complete chimpanzee a-globin chain sequence (Fig. 1 , PrePROSRIF-GLO)."
cloning and the complete chimpanzee a-globin chain sequence,three residues (AspPro-Arg),"I signal peptide, 82 residue proregion, the first amino acid of mature SRIF (Ala), three residues (AspPro-Arg) resulting from the cloning and the complete chimpanzee a-globin chain sequence (Fig. 1 , PrePROSRIF-GLO)."
Idiopathic CD4 T cell lymphopenia,increased risk of cutaneous warts,"Idiopathic CD4 T cell lymphopenia is associated with increased risk of cutaneous warts , and SCID patients post-HSCT can have an increased risk of warts, especially with specific underlying mutations (64, 65) ."
AM580 treatment,off-target,"Importantly,  off-target and other downstream effects resulting from AM580 treatment should be investigated."
AM580 treatment,other downstream effects,"Importantly,  off-target and other downstream effects resulting from AM580 treatment should be investigated."
anti-drug antibodies,adverse effects ranging from skin rashes to systemic inflammatory responses in the patients,"Importantly, anti-drug antibodies may further cause adverse effects ranging from skin rashes to systemic inflammatory responses in the patients, which can impact both safety and efficacy of the antibody drugs in clinic use [83] ."
"an inflammatory cytokine storm 4, 12",SARS-CoV-2 infection,"Importantly, in most moribund patients, SARS-CoV-2 infection is also associated with an inflammatory cytokine storm 4, 12, which is mainly characterized by elevated plasma concentrations of interleukins 6 (IL-6)."
an attacker with unknown motives,terror,"In 2001, an attacker with unknown motives caused terror and chaos in the United States by mailing letters laced with anthrax to the offices of two senators and multiple members of the news media, resulting in five deaths (48) ."
an attacker with unknown motives,chaos,"In 2001, an attacker with unknown motives caused terror and chaos in the United States by mailing letters laced with anthrax to the offices of two senators and multiple members of the news media, resulting in five deaths (48) ."
isolation of new strains of pathogens,increased risk of exacerbations,"In 2002, Sethi et al 22 followed 81 COPD patients for 56 months, studying their sputum with culture-based techniques during stable disease and exacerbations, and observed that the isolation of new strains of pathogens was associated with an increased risk of exacerbations."
an emerging highly-pathogenic PRRSV (HP-PRRSV) strain with a discontinuous deletion of 30-amino acid in the Nsp2 coding region,an atypical PRRS outbreak in China,"In 2006,  an atypical PRRS outbreak in China  was caused by  an emerging highly-pathogenic PRRSV (HP-PRRSV) strain with a discontinuous deletion of 30-amino acid in the Nsp2 coding region in comparison with classical PRRSV strains [9, 10] ."
rapid implementation of public health measures 6,more recent case imported from the Middle East was contained,"In 2014, a single imported case caused an outbreak of 186 cases in South Korea, while a more recent case imported from the Middle East was contained as a result of rapid implementation of public health measures 6 ."
an increased number of incident RA cases,the detection rate for ambient respiratory viral infections in the population,"In addition,  the detection rate for ambient respiratory viral infections in the population was associated with  an increased number of incident RA cases, which suggests a possible role for respiratory infections as a trigger for the development of RA."
risk of musculoskeletal toxicities,fluoroquinolones,"In addition, fluoroquinolones have been associated with a risk of musculoskeletal toxicities, including tendinitis, arthritis, and growth impairment in children."
"tendinitis, arthritis, and growth impairment in children",fluoroquinolones,"In addition, fluoroquinolones have been associated with a risk of musculoskeletal toxicities, including tendinitis, arthritis, and growth impairment in children."
a single infected individual,the average number of secondary infections,"In addition, for each policy we will define the control reproduction number R C that represents the average number of secondary infections produced by a single infected individual in a completely susceptible population with control measures in place."
a wide variety of pathogens,a substantial risk of infection,"In addition, patients with severe combined immunodeficiency have major defects in B and T lymphocyte development, facing a substantial risk of infection caused by a wide variety of pathogens (e.g., fulminant adenovirus and HSV infections)."
direct WNV infection,cytokines,"In addition, when the kinetics of cytokine production by astrocytes treated with UV-inactivated infected supernatant derived from SK-N-SH cell line was compared with cytokine profile produced by direct infection of astrocytes with WNV, we observed that direct WNV infection induced cytokines only at 48 h after infection."
an outbreak of unusual clinical diagnoses,a rapid response,"In all these cases, an outbreak of unusual clinical diagnoses triggered a rapid response, and an essential part of this response is the accurate identification and characterization of the pathogen."
outbreak of unusual clinical diagnoses,rapid response,"In all these cases, an outbreak of unusual clinical diagnoses triggered a rapid response, and an essential part of this response is the accurate identification and characterization of the pathogen."
infected individual,infections,"In any epidemiological model, this means that the number of infections caused by an infected individual is decreasing in time."
an infected individual,the full distribution of secondary cases,"In conclusion, we reiterate that when accounting for the full distribution of secondary cases caused by an infected individual, there is no direct relationship between R 0 and the size of an outbreak."
a proofreading mechanism,much lower ExoN activity of nsp14 on its own,"In contrast, the much lower ExoN activity of nsp14 on its own may be associated with a proofreading mechanism."
administration of PD-L1,enhanced proliferation,"In EBV+ diffuse large B-cell lymphoma (DLBCL),administration of PD-L1 caused enhanced proliferation, cytokine expression, and restored antitumor immunity."
administration of PD-L1,cytokine expression,"In EBV+ diffuse large B-cell lymphoma (DLBCL),administration of PD-L1 caused enhanced proliferation, cytokine expression, and restored antitumor immunity."
administration of PD-L1,restored antitumor immunity,"In EBV+ diffuse large B-cell lymphoma (DLBCL),administration of PD-L1 caused enhanced proliferation, cytokine expression, and restored antitumor immunity."
In EBV+ diffuse large B-cell lymphoma (DLBCL),enhanced proliferation,"In EBV+ diffuse large B-cell lymphoma (DLBCL),administration of PD-L1 caused enhanced proliferation, cytokine expression, and restored antitumor immunity."
In EBV+ diffuse large B-cell lymphoma (DLBCL),cytokine expression,"In EBV+ diffuse large B-cell lymphoma (DLBCL),administration of PD-L1 caused enhanced proliferation, cytokine expression, and restored antitumor immunity."
In EBV+ diffuse large B-cell lymphoma (DLBCL),restored antitumor immunity,"In EBV+ diffuse large B-cell lymphoma (DLBCL),administration of PD-L1 caused enhanced proliferation, cytokine expression, and restored antitumor immunity."
a pandemic influenza outbreak,the most severe vaccine shortages,"In fact, a pandemic influenza outbreak would likely cause the most severe vaccine shortages to date with global consequences [50] ."
each hour delay in effective antimicrobial therapy after the first hour,an average decrease in survival of 8%,"In fact, among hypotensive ICU patients with septic shock (nearly 40% of whom had pneumonia), each hour delay in effective antimicrobial therapy after the first hour was associated with an average decrease in survival of 8%."
upregulation of IFITM2,accelerated disease progression,"In gastric cancer cohorts, the upregulation of IFITM2 is associated with accelerated disease progression and shorter survival time."
upregulation of IFITM2,shorter survival time,"In gastric cancer cohorts, the upregulation of IFITM2 is associated with accelerated disease progression and shorter survival time."
alternative splicing,the tissue-specific protein segments,"In line with these observations, later studies revealed that the tissue-specific protein segments produced by alternative splicing often contain disordered regions, are enriched in posttranslational modification sites, and frequently embed conserved binding motifs."
a rapid viral load increase,temporary depletion of CD8 + T-cells,"In line with this, temporary depletion of CD8 + T-cells is associated with a rapid viral load increase, while their replenishment can revert this effect."
congenital defects or aging,organ failure,"In many cases,  organ failure is due to congenital defects or aging."
an asymmetric change in the amount of space the GP and Z proteins occupy in the two membrane leaflets,membrane curvature,"In our proposed model, it is assumed that  membrane curvature is induced by an asymmetric change in the amount of space the GP and Z proteins occupy in the two membrane leaflets."
a poor understanding of the mechanics of assembly,difficulty in disrupting this process,"In part, the difficulty in disrupting this process is due to a poor understanding of the mechanics of assembly."
activated immune cells,cytokines,"In particular, the involvement of IFNs as a means of curtailing viral replication without cellular elimination is consistent with the hypothesis that cytokines produced by activated immune cells play a direct role in the control of viral infections."
substantial reduction of CMV-specific T-cells,"an increased risk for CMV reactivation, progressive replication and disease","In patients with prolonged immunosuppression,  substantial reduction of CMV-specific T-cells is associated with an increased risk for CMV reactivation, progressive replication and disease."
"hot spots in the vicinity of MTR stations, ramps instead of short steps",a sudden or abrupt change in elevation can cause trips,"In reference to fall  hot spots in the vicinity of MTR stations, ramps instead of short steps  are preferred because  a sudden or abrupt change in elevation can cause trips."
promoter region haplotype of ADRB2 CCA,a protective effect on respiratory illness severity in African American infants,"In summary, we have observed that promoter region haplotype of ADRB2 CCA is associated with  a protective effect on respiratory illness severity in African American infants."
administration,the concentrations,"In the area of antibiotics, there is a large body of work with experimental pneumonia models which have demonstrated that lung tissue concentrations of nebulized amikacin, using a ultrasonic nebulizer, was significantly higher than the concentrations resulting from administration via the intravenous route."
actin,nascent VLPs,"In the case of EBOV, the host cytoskeleton is hijacked in order to aid in trafficking components of the new virions to the site of budding, with three-dimensional live tracking imaging showing that nascent VLPs are associated with actin as they approach the plasma membrane."
a pandemic,widespread death or disability,"In the case of widespread death or disability caused by a pandemic, this paper contended that an increased threat generates a heightened obligation on the part of HCWs, while also creating a reasonable expectation that those same HCWs will have preferential access to vaccines and treatments."
a significantly increased Wood-Downes score by 1.289 points,the presence of rhinovirus as co-pathogen,In the GENDRES cohort the presence of rhinovirus as co-pathogen was associated with a significantly increased Wood-Downes score by 1.289 points.
infection,disorders,"In the latter case, infection is associated with a wide spectrum of disorders, including diarrhea, pneumonia, polioencephalomyelitis, and reproductive disorders."
infection,diarrhea,"In the latter case, infection is associated with a wide spectrum of disorders, including diarrhea, pneumonia, polioencephalomyelitis, and reproductive disorders."
infection,pneumonia,"In the latter case, infection is associated with a wide spectrum of disorders, including diarrhea, pneumonia, polioencephalomyelitis, and reproductive disorders."
infection,polioencephalomyelitis,"In the latter case, infection is associated with a wide spectrum of disorders, including diarrhea, pneumonia, polioencephalomyelitis, and reproductive disorders."
infection,reproductive disorders,"In the latter case, infection is associated with a wide spectrum of disorders, including diarrhea, pneumonia, polioencephalomyelitis, and reproductive disorders."
a single dose vaccination of recombinant rVSV-prM-E,significantly higher ZIKV antibody response,"In the mice vaccination study, we showed that a single dose vaccination of recombinant rVSV-prM-E triggered significantly higher ZIKV antibody response than pCI-prM-E, despite the fact that mice in pCI-prM-E group have been boosted."
a longer incubation period,a statistically significant increased risk of death,"In the multivariable logistic regression model, we found that a longer incubation period was associated with a statistically significant increased risk of death (adjusted odds ratio, aOR = 1.70 per day increase in incubation period; 95% credibility interval, CrI: 1.47-1.97) after adjustment for age, sex, geographical location and underlying conditions (Table 3) ."
concanavalin A and alpha-naphthylisothiocyanate (ANIT),liver injury in cholestatic hepatitis,"In the treatment of cholestatic hepatitis, emodin could alleviate the role of liver injury in cholestatic hepatitis caused by concanavalin A and alpha-naphthylisothiocyanate (ANIT) (Ding et al., 2008; Xue et al., 2015) ."
typical infected individual,number of secondary infections,"In this case, the disease will have a lower basic reproductive number (R 0 -the number of secondary infections caused by a typical infected individual in an entirely susceptible population) in the recipient host than its recent ancestor in the donor host."
a typical pathogen,a case of co-infection,"In this study, we reported a case of co-infection caused by a typical pathogen and a rare opportunistic pathogen with taxonomical nomenclature undefined."
a rare opportunistic pathogen,a case of co-infection,"In this study, we reported a case of co-infection caused by a typical pathogen and a rare opportunistic pathogen with taxonomical nomenclature undefined."
a subsequent reduction in the circulating survival time of transfused RBCs,an increase in phosphatidylserine expression,"In units of stored human blood, an increase in phosphatidylserine expression is associated with  a subsequent reduction in the circulating survival time of transfused RBCs , and  an increased incidence of transfusion-related complications."
an increased incidence of transfusion-related complications,an increase in phosphatidylserine expression,"In units of stored human blood, an increase in phosphatidylserine expression is associated with  a subsequent reduction in the circulating survival time of transfused RBCs , and  an increased incidence of transfusion-related complications."
acute hunger,a reduction in social motivation,"Indeed, there is some evidence that people are less prosocial when hungry, consistent with a reduction in social motivation caused by acute hunger, although see."
Infection by HAdV,a wide spectrum of clinical diseases,"Infection by HAdV is associated with a wide spectrum of clinical diseases including  RTI, gastroenteritis, and keratoconjunctivitis."
Infection by HAdV,RTI,"Infection by HAdV is associated with a wide spectrum of clinical diseases including  RTI, gastroenteritis, and keratoconjunctivitis."
Infection by HAdV,gastroenteritis,"Infection by HAdV is associated with a wide spectrum of clinical diseases including  RTI, gastroenteritis, and keratoconjunctivitis."
Infection by HAdV,keratoconjunctivitis,"Infection by HAdV is associated with a wide spectrum of clinical diseases including  RTI, gastroenteritis, and keratoconjunctivitis."
all exposed individuals who remain active,Infections,"Infections are caused by all exposed individuals who remain active, whether officially or by defection."
Infectious factors,a variety of pathogens,"Infectious factors such as pneumonia with/without sepsis caused by a variety of pathogens, including pneumococci, influenza"
Infectious factors,pneumococci,"Infectious factors such as pneumonia with/without sepsis caused by a variety of pathogens, including pneumococci, influenza"
